Accession,Country 
PXD013536,United States
PXD013537,China
PXD013538,China
PXD013539,Australia
PXD013541,Germany
PXD013542,Poland
PXD013543,Brazil
PXD013544,France
PXD013546,Netherlands
PXD013547,United States
PXD013548,United States
PXD013549,United States
PXD013550,Argentina
PXD013551,Thailand
PXD013552,Germany
PXD013556,South Korea
PXD013569,India
PXD013572,Netherlands
PXD013573,France
PXD013584,Belgium
PXD013585,United States
PXD013587,United Kingdom
PXD013588,Belgium
PXD013589,India
PXD013590,China
PXD013591,United States
PXD013592,United States
PXD013593,India
PXD013594,United Kingdom
PXD013595,United States
PXD013596,United States
PXD013597,United Kingdom
PXD013598,Germany
PXD013599,Switzerland
PXD013600,Canada
PXD013601,South Korea
PXD013602,United States
PXD013603,China
PXD013604,United States
PXD013605,United States
PXD013606,United States
PXD013607,Germany
PXD013608,United States
PXD013609,Spain
PXD013610,Czech Republic
PXD013611,Denmark
PXD013612,Germany
PXD013613,Austria
PXD013616,China
PXD013617,Germany
PXD013619,France
PXD013620,Netherlands
PXD013621,India
PXD013622,China
PXD013623,United States
PXD013624,China
PXD013625,China
PXD013627,Switzerland
PXD013628,Germany
PXD013629,China
PXD013630,United States
PXD013631,Austria
PXD013632,India
PXD013633,China
PXD013634,Netherlands
PXD013635,Denmark
PXD013636,France
PXD013637,Germany
PXD013640,Poland
PXD013641,Belgium
PXD013642,Argentina
PXD013643,Mexico
PXD013644,China
PXD013645,United States
PXD013646,Germany
PXD013647,France
PXD013648,Germany
PXD013649,Switzerland
PXD013650,India
PXD013651,Germany
PXD013652,United Kingdom
PXD013653,United Kingdom
PXD013655,Luxembourg
PXD013656,France
PXD013657,Belgium
PXD013658,Switzerland
PXD013659,Canada
PXD013660,United States
PXD013661,United Kingdom
PXD013662,United States
PXD013663,Austria
PXD013664,China
PXD013665,Sweden
PXD013666,China
PXD013667,United States
PXD013668,United Kingdom
PXD013669,Germany
PXD013670,China
PXD013671,Sweden
PXD013672,United Kingdom
PXD013673,Germany
PXD013674,Sweden
PXD013675,Germany
PXD013676,Denmark
PXD013677,South Africa
PXD013678,China
PXD013680,India
PXD013681,Netherlands
PXD013682,United States
PXD013683,Portugal
PXD013684,France
PXD013685,Netherlands
PXD013686,France
PXD013687,Austria
PXD013688,United States
PXD013689,France
PXD013690,United States
PXD013691,United States
PXD013692,Germany
PXD013693,Italy
PXD013694,Spain
PXD013695,China
PXD013696,France
PXD013700,Spain
PXD013701,Australia
PXD013702,Canada
PXD013703,Brazil
PXD013704,United States
PXD013705,Netherlands
PXD013706,Australia
PXD013707,India
PXD013708,United Kingdom
PXD013710,Spain
PXD013711,United States
PXD013712,France
PXD013718,Germany
PXD013719,Germany
PXD013720,Germany
PXD013723,South Korea
PXD013724,Belgium
PXD013725,Denmark
PXD013726,Canada
PXD013727,United Kingdom
PXD013728,Canada
PXD013729,Brazil
PXD013730,Germany
PXD013731,Brazil
PXD013732,France
PXD013733,China
PXD013734,United States
PXD013735,United States
PXD013736,United States
PXD013737,United Kingdom
PXD013738,Germany
PXD013739,France
PXD013740,United States
PXD013741,China
PXD013742,United States
PXD013743,United States
PXD013744,United Kingdom
PXD013745,China
PXD013746,China
PXD013747,China
PXD013748,Norway
PXD013749,Denmark
PXD013750,Denmark
PXD013751,Germany
PXD013752,China
PXD013753,United Kingdom
PXD013754,Greece
PXD013755,Germany
PXD013756,United States
PXD013757,United Kingdom
PXD013758,Germany
PXD013759,China
PXD013761,France
PXD013763,United States
PXD013764,Netherlands
PXD013765,Austria
PXD013766,United States
PXD013767,Mexico
PXD013768,United States
PXD013769,Netherlands
PXD013770,Greece
PXD013771,Germany
PXD013772,Germany
PXD013773,Germany
PXD013774,Germany
PXD013775,Germany
PXD013776,India
PXD013777,Norway
PXD013778,United States
PXD013779,United Kingdom
PXD013780,China
PXD013781,China
PXD013782,United Kingdom
PXD013783,Greece
PXD013784,China
PXD013785,Netherlands
PXD013786,United States
PXD013791,Germany
PXD013792,Germany
PXD013793,Germany
PXD013794,Italy
PXD013795,United States
PXD013796,United Kingdom
PXD013797,United States
PXD013798,South Korea
PXD013799,France
PXD013800,Germany
PXD013801,Germany
PXD013802,China
PXD013803,France
PXD013804,Germany
PXD013805,United States
PXD013806,United States
PXD013807,United Kingdom
PXD013808,United Kingdom
PXD013809,Canada
PXD013810,United Kingdom
PXD013811,China
PXD013812,United States
PXD013813,United States
PXD013814,France
PXD013815,United States
PXD013816,Czech Republic
PXD013817,Czech Republic
PXD013818,China
PXD013819,China
PXD013820,China
PXD013821,Netherlands
PXD013822,China
PXD013823,Germany
PXD013824,China
PXD013825,China
PXD013826,India
PXD013827,Pakistan
PXD013831,Switzerland
PXD013832,United Kingdom
PXD013833,France
PXD013834,United States
PXD013835,China
PXD013836,China
PXD013837,Brazil
PXD013838,Germany
PXD013839,United States
PXD013840,United Kingdom
PXD013841,Denmark
PXD013842,Netherlands
PXD013843,Spain
PXD013844,Netherlands
PXD013846,Netherlands
PXD013847,United States
PXD013851,United States
PXD013852,United Kingdom
PXD013853,Australia
PXD013854,United States
PXD013855,United States
PXD013856,China
PXD013857,Netherlands
PXD013858,China
PXD013859,India
PXD013860,South Korea
PXD013861,United Kingdom
PXD013868,Germany
PXD013869,United States
PXD013870,United Kingdom
PXD013871,United States
PXD013872,Canada
PXD013873,United States
PXD013874,France
PXD013875,Spain
PXD013876,Spain
PXD013878,Spain
PXD013880,Spain
PXD013881,India
PXD013882,Spain
PXD013884,Spain
PXD013890,Switzerland
PXD013891,United Kingdom
PXD013892,United States
PXD013893,United States
PXD013894,Canada
PXD013895,China
PXD013896,Switzerland
PXD013897,Switzerland
PXD013898,India
PXD013899,Switzerland
PXD013901,Spain
PXD013902,China
PXD013903,Denmark
PXD013904,Canada
PXD013906,Spain
PXD013907,South Korea
PXD013908,China
PXD013918,Switzerland
PXD013919,Germany
PXD013920,China
PXD013921,China
PXD013922,United States
PXD013923,United States
PXD013924,Brazil
PXD013925,Brazil
PXD013926,Canada
PXD013927,United States
PXD013928,United States
PXD013929,China
PXD013930,Hungary
PXD013931,China
PXD013932,India
PXD013933,Spain
PXD013934,China
PXD013935,United Kingdom
PXD013937,China
PXD013938,Germany
PXD013939,United Kingdom
PXD013940,United Kingdom
PXD013941,United Kingdom
PXD013942,Ireland
PXD013943,United Kingdom
PXD013944,China
PXD013947,Germany
PXD013948,France
PXD013950,Germany
PXD013951,Germany
PXD013952,United States
PXD013953,Czech Republic
PXD013954,China
PXD013955,Germany
PXD013956,Spain
PXD013958,Germany
PXD013959,China
PXD013960,United Kingdom
PXD013961,United States
PXD013962,United States
PXD013963,China
PXD013964,United States
PXD013965,China
PXD013966,South Korea
PXD013967,United States
PXD013968,Netherlands
PXD013969,Czech Republic
PXD013970,United States
PXD013971,Germany
PXD013973,Russia
PXD013977,Germany
PXD013978,Germany
PXD013979,Germany
PXD013980,Germany
PXD013986,United Kingdom
PXD013987,China
PXD013988,United States
PXD013989,United States
PXD013990,Australia
PXD013999,Germany
PXD014000,Germany
PXD014001,Germany
PXD014002,France
PXD014003,United States
PXD014004,Canada
PXD014005,China
PXD014006,Germany
PXD014008,Sweden
PXD014009,United Kingdom
PXD014016,Finland
PXD014017,Switzerland
PXD014019,Austria
PXD014020,Australia
PXD014021,United States
PXD014022,Ireland
PXD014026,Austria
PXD014027,Spain
PXD014028,United Kingdom
PXD014029,South Korea
PXD014030,Germany
PXD014031,Germany
PXD014032,Saudi Arabia
PXD014033,United Kingdom
PXD014034,Germany
PXD014035,China
PXD014036,Canada
PXD014037,Denmark
PXD014038,Brazil
PXD014039,Sweden
PXD014040,Germany
PXD014041,Germany
PXD014042,India
PXD014043,Netherlands
PXD014044,China
PXD014045,China
PXD014046,China
PXD014047,China
PXD014048,France
PXD014049,Sweden
PXD014050,United Kingdom
PXD014052,Switzerland
PXD014053,Germany
PXD014054,United States
PXD014055,Canada
PXD014057,China
PXD014058,China
PXD014059,China
PXD014060,Italy
PXD014061,Norway
PXD014062,Canada
PXD014063,China
PXD014064,Netherlands
PXD014065,United States
PXD014066,United States
PXD014067,Germany
PXD014070,United States
PXD014071,China
PXD014072,China
PXD014073,Italy
PXD014074,China
PXD014075,France
PXD014076,Germany
PXD014077,United Kingdom
PXD014080,United States
PXD014081,Australia
PXD014082,China
PXD014083,China
PXD014084,Netherlands
PXD014085,Spain
PXD014087,Malaysia
PXD014088,United Kingdom
PXD014090,China
PXD014092,Germany
PXD014093,Australia
PXD014094,Australia
PXD014095,China
PXD014096,Italy
PXD014097,Germany
PXD014098,Germany
PXD014099,Germany
PXD014102,Netherlands
PXD014103,United Kingdom
PXD014104,Norway
PXD014105,United States
PXD014111,India
PXD014112,United States
PXD014113,China
PXD014115,Australia
PXD014116,China
PXD014119,Switzerland
PXD014120,Brazil
PXD014121,France
PXD014123,Belgium
PXD014124,Austria
PXD014125,France
PXD014126,France
PXD014130,Germany
PXD014131,Sweden
PXD014132,Austria
PXD014133,China
PXD014134,Canada
PXD014135,United States
PXD014136,United Kingdom
PXD014137,Germany
PXD014138,Germany
PXD014139,China
PXD014140,China
PXD014141,Spain
PXD014142,Belgium
PXD014145,Germany
PXD014146,Germany
PXD014147,Luxembourg
PXD014148,China
PXD014149,Brazil
PXD014150,China
PXD014151,China
PXD014152,South Korea
PXD014153,United Kingdom
PXD014154,United Kingdom
PXD014155,Denmark
PXD014156,Germany
PXD014157,Germany
PXD014158,Germany
PXD014159,Germany
PXD014163,Australia
PXD014164,Poland
PXD014165,United Kingdom
PXD014166,France
PXD014167,China
PXD014168,Netherlands
PXD014169,Russia
PXD014170,Germany
PXD014171,Sweden
PXD014172,India
PXD014173,United Kingdom
PXD014174,United Kingdom
PXD014175,Germany
PXD014176,Germany
PXD014177,Spain
PXD014178,Sweden
PXD014179,Germany
PXD014180,France
PXD014185,France
PXD014186,United Kingdom
PXD014187,Brazil
PXD014188,Brazil
PXD014189,Germany
PXD014190,South Korea
PXD014191,Russia
PXD014192,South Korea
PXD014193,United States
PXD014194,France
PXD014195,Germany
PXD014196,South Korea
PXD014197,Germany
PXD014198,Switzerland
PXD014199,Czech Republic
PXD014200,Italy
PXD014201,Italy
PXD014202,China
PXD014203,China
PXD014204,Canada
PXD014205,Czech Republic
PXD014211,China
PXD014212,Finland
PXD014213,China
PXD014214,South Africa
PXD014215,United Kingdom
PXD014222,Germany
PXD014223,United States
PXD014224,China
PXD014225,France
PXD014226,Japan
PXD014227,China
PXD014228,Spain
PXD014229,Germany
PXD014230,United States
PXD014231,France
PXD014232,Brazil
PXD014233,China
PXD014234,Sweden
PXD014235,Austria
PXD014236,Spain
PXD014237,Denmark
PXD014238,United Kingdom
PXD014240,Germany
PXD014241,Germany
PXD014242,United States
PXD014243,United States
PXD014244,United States
PXD014245,United States
PXD014246,China
PXD014247,United States
PXD014248,Germany
PXD014249,United States
PXD014250,Russia
PXD014251,Austria
PXD014252,India
PXD014253,Netherlands
PXD014254,Austria
PXD014255,France
PXD014256,United States
PXD014257,United States
PXD014258,India
PXD014259,China
PXD014260,Germany
PXD014261,United States
PXD014266,United States
PXD014267,United States
PXD014268,Canada
PXD014269,United States
PXD014270,Australia
PXD014271,Australia
PXD014272,Germany
PXD014273,India
PXD014274,Denmark
PXD014275,United States
PXD014276,United States
PXD014277,France
PXD014282,Germany
PXD014283,United States
PXD014284,Brazil
PXD014285,United States
PXD014286,Denmark
PXD014287,United States
PXD014288,Germany
PXD014289,United States
PXD014290,Netherlands
PXD014291,Argentina
PXD014292,Germany
PXD014296,France
PXD014297,Germany
PXD014298,Brazil
PXD014299,United States
PXD014300,Portugal
PXD014307,United States
PXD014308,United States
PXD014309,United States
PXD014310,Australia
PXD014311,Germany
PXD014312,China
PXD014313,United States
PXD014314,China
PXD014315,Canada
PXD014316,Canada
PXD014317,United States
PXD014318,Canada
PXD014319,United States
PXD014320,Brazil
PXD014321,United Kingdom
PXD014322,Australia
PXD014323,India
PXD014324,Ireland
PXD014325,Ireland
PXD014326,China
PXD014327,China
PXD014328,France
PXD014329,Canada
PXD014330,Germany
PXD014331,United States
PXD014332,Canada
PXD014333,Australia
PXD014334,United States
PXD014335,Netherlands
PXD014336,China
PXD014337,Austria
PXD014338,Czech Republic
PXD014339,Netherlands
PXD014340,Germany
PXD014341,Israel
PXD014342,Denmark
PXD014343,United States
PXD014344,China
PXD014346,United States
PXD014347,Canada
PXD014348,United States
PXD014349,United States
PXD014350,Spain
PXD014351,Germany
PXD014352,Pakistan
PXD014353,Belgium
PXD014354,China
PXD014355,China
PXD014356,Norway
PXD014357,Switzerland
PXD014358,Croatia
PXD014359,Germany
PXD014360,United States
PXD014361,India
PXD014362,Germany
PXD014367,Australia
PXD014368,United States
PXD014369,United States
PXD014370,United States
PXD014371,United States
PXD014372,United States
PXD014373,France
PXD014374,Ireland
PXD014375,China
PXD014376,United States
PXD014377,Germany
PXD014378,Brazil
PXD014379,China
PXD014380,United Kingdom
PXD014381,Germany
PXD014382,Austria
PXD014383,Denmark
PXD014384,Ireland
PXD014387,United States
PXD014388,Australia
PXD014389,Australia
PXD014390,United States
PXD014391,United Kingdom
PXD014392,United States
PXD014393,Ireland
PXD014394,China
PXD014395,Italy
PXD014396,Belgium
PXD014397,United States
PXD014398,Portugal
PXD014399,Denmark
PXD014400,United States
PXD014401,Germany
PXD014402,United Kingdom
PXD014405,Germany
PXD014406,China
PXD014407,Brazil
PXD014408,United States
PXD014409,United States
PXD014410,Belgium
PXD014411,India
PXD014412,Germany
PXD014413,Netherlands
PXD014414,United States
PXD014415,United States
PXD014416,United States
PXD014419,South Africa
PXD014420,Australia
PXD014421,Australia
PXD014422,Poland
PXD014423,Italy
PXD014425,Denmark
PXD014426,Czech Republic
PXD014427,India
PXD014428,United States
PXD014429,Australia
PXD014432,Germany
PXD014433,United States
PXD014434,Italy
PXD014435,China
PXD014436,Canada
PXD014437,United States
PXD014438,United States
PXD014439,South Korea
PXD014440,Denmark
PXD014441,South Korea
PXD014442,France
PXD014443,Australia
PXD014444,Spain
PXD014445,Spain
PXD014447,France
PXD014448,Germany
PXD014449,Italy
PXD014450,Sweden
PXD014451,France
PXD014452,Germany
PXD014455,Germany
PXD014456,Spain
PXD014457,France
PXD014458,United States
PXD014459,China
PXD014465,United States
PXD014466,United States
PXD014467,China
PXD014468,Norway
PXD014469,Germany
PXD014470,Norway
PXD014471,China
PXD014472,United Kingdom
PXD014473,Germany
PXD014475,Spain
PXD014477,United States
PXD014478,United Kingdom
PXD014479,Canada
PXD014480,Canada
PXD014481,Germany
PXD014482,Germany
PXD014483,Switzerland
PXD014484,Switzerland
PXD014485,United States
PXD014486,Sweden
PXD014487,France
PXD014488,France
PXD014489,Spain
PXD014490,Ireland
PXD014491,United Kingdom
PXD014492,United Kingdom
PXD014495,Germany
PXD014496,China
PXD014497,United Kingdom
PXD014498,United States
PXD014499,United States
PXD014500,United States
PXD014501,United States
PXD014502,United Kingdom
PXD014503,Netherlands
PXD014504,Sweden
PXD014505,France
PXD014506,United Kingdom
PXD014507,China
PXD014508,Ireland
