ProjectAccession,Instrument,Quantification Method,Software,PTM
PXD007703,MS:1001910|MS:1002634,PRIDE:0000312,,MOD:00425|MOD:00397|MOD:00400
PXD007700,MS:1002732|MS:1001911,,,UNIMOD:28|UNIMOD:385|UNIMOD:108|UNIMOD:27|UNIMOD:7|UNIMOD:43|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD007707,MS:1000932|MS:1000449,,,MOD:00397
PXD006738,MS:1001911,,,MOD:00397
PXD007932,MS:1001910,,,MOD:00425|MOD:00696|MOD:00394|MOD:00397
PXD006922,MS:1001911,PRIDE:0000320,,MOD:00587|MOD:00397
PXD007653,MS:1001911,PRIDE:0000425,,MOD:00696
PXD007671,MS:1002732,,,MOD:00425|MOD:00397
PXD007710,MS:1001742,PRIDE:0000436,,UNIMOD:385|UNIMOD:23|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD007802,MS:1002416,,,MOD:01549|MOD:00397
PXD007586,MS:1001911,,,MOD:00674
PXD007587,MS:1001910,,,MOD:00425
PXD007627,MS:1001782,,,MOD:00425|MOD:00397
PXD007623,MS:1002634,PRIDE:0000440,,MOD:00425|MOD:00394|MOD:00397
PXD007713,MS:1001910,PRIDE:0000436,,UNIMOD:4|UNIMOD:35
PXD007735,MS:1001911,,,MOD:00425|MOD:00394|MOD:00397
PXD007588,MS:1001742,PRIDE:0000440,,UNIMOD:4|UNIMOD:35
PXD007686,MS:1001911,,,PRIDE:0000398
PXD007825,MS:1001911,PRIDE:0000315,,PRIDE:0000398
PXD007621,MS:1001742,PRIDE:0000315,,MOD:00425|MOD:00696|MOD:00394|MOD:00397
PXD007625,MS:1001911,,,MOD:00425|MOD:00394|MOD:00397
PXD007657,MS:1000449,,,MOD:00425|MOD:00394|MOD:00397
PXD007731,MS:1001911,PRIDE:0000440,,PRIDE:0000398
PXD007640,MS:1000449,,,MOD:00425|MOD:00397|MOD:01499
PXD007633,MS:1001911,,,MOD:00425|MOD:00398
PXD007684,MS:1001742,PRIDE:0000425,,MOD:00425|MOD:00397|MOD:00400
PXD007665,MS:1001911,,,PRIDE:0000398
PXD007669,MS:1002732,PRIDE:0000314,,PRIDE:0000398
PXD007725,MS:1001910,PRIDE:0000440,,PRIDE:0000398
PXD007732,MS:1001910|MS:1000449,,,PRIDE:0000398
PXD007615,MS:1000932,PRIDE:0000436,,UNIMOD:385|UNIMOD:23|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD007697,MS:1001911,PRIDE:0000312,,PRIDE:0000398
PXD007673,MS:1000448|MS:1001911,,,MOD:00425|MOD:00394
PXD007675,MS:1002523,PRIDE:0000312,,MOD:00696
PXD007722,MS:1001911,,,MOD:00544|MOD:01819|MOD:00935|MOD:00457|MOD:00768|MOD:00397
PXD007726,MS:1002732,PRIDE:0000314,,PRIDE:0000398
PXD007728,MS:1002523|MS:1001911,,,MOD:00397|MOD:00408
PXD008750,MS:1000556,PRIDE:0000315,,PRIDE:0000398
PXD008755,MS:1000190,PRIDE:0000313,,MOD:01549|MOD:00397
PXD007776,MS:1001911,,,PRIDE:0000398
PXD007056,MS:1002667,PRIDE:0000425,,MOD:00397
PXD007682,MS:1001911,PRIDE:0000315,,MOD:00425|MOD:00587|MOD:00397|MOD:00582
PXD007689,MS:1002416|MS:1001911,PRIDE:0000313,,MOD:00425|MOD:00397|MOD:00400
PXD004611,MS:1001544,PRIDE:0000110,,MOD:00425|MOD:00696|MOD:01160|MOD:00394|MOD:00423|MOD:00397|MOD:00400|MOD:00599
PXD007734,MS:1000477,,,PRIDE:0000398
PXD007678,MS:1001541,,,UNIMOD:28|UNIMOD:27|UNIMOD:34|UNIMOD:7|UNIMOD:35|UNIMOD:1
PXD009610,MS:1000449,PRIDE:0000323,,PRIDE:0000398
PXD009607,MS:1001782,PRIDE:0000441,,MOD:00425|MOD:00397
PXD005821,MS:1002416|MS:1001911,,,PRIDE:0000398
PXD007740,MS:1001911,,,MOD:00696
PXD007741,MS:1001910,PRIDE:0000312,,MOD:00425|MOD:00397|MOD:00408
PXD007694,MS:1002417,PRIDE:0000314,,MOD:00425|MOD:00397|MOD:00400
PXD007695,MS:1000477,,,MOD:01885
PXD007567,MS:1000555,PRIDE:0000425,,PRIDE:0000398
PXD005968,MS:1001911,,,MOD:00425|MOD:00400
PXD007660,MS:1001742|MS:1001911,PRIDE:0000323,,MOD:00425|MOD:00696|MOD:00397
PXD007572,MS:1001742,PRIDE:0000323,,MOD:00400
PXD005477,MS:1002417,PRIDE:0000425,,MOD:00425|MOD:00394|MOD:00397
PXD007744,MS:1002417,PRIDE:0000425,,MOD:00394|MOD:00397
PXD007693,MS:1002732,,,MOD:00696|MOD:00394|MOD:00397|MOD:00599
PXD007745,MS:1002417,PRIDE:0000425,,MOD:00394|MOD:00397
PXD004559,MS:1001910,,,MOD:00733
PXD007622,MS:1000168,,,PRIDE:0000398
PXD007706,MS:1001911,,,PRIDE:0000398
PXD007708,MS:1000932,,,MOD:00544
PXD007583,MS:1001782,,,MOD:00398|MOD:00425|MOD:00400|MOD:00397
PXD007680,MS:1001766,PRIDE:0000312,,PRIDE:0000398
PXD007683,MS:1002732,PRIDE:0000314,,MOD:00397
PXD010342,MS:1001742,PRIDE:0000312,,MOD:00425|MOD:00394|MOD:00397
PXD004398,MS:1001742|MS:1001911,,,UNIMOD:989|UNIMOD:359|UNIMOD:914|UNIMOD:320|UNIMOD:121|UNIMOD:276|UNIMOD:314|UNIMOD:949|UNIMOD:860|UNIMOD:450|UNIMOD:392|UNIMOD:959|UNIMOD:344|UNIMOD:385|UNIMOD:952|UNIMOD:997|UNIMOD:149|UNIMOD:40|UNIMOD:728|UNIMOD:143|UNIMOD:725|UNIMOD:947|UNIMOD:520|UNIMOD:512|UNIMOD:5|UNIMOD:29|UNIMOD:734|UNIMOD:141|UNIMOD:162|UNIMOD:186|UNIMOD:52|UNIMOD:45|UNIMOD:926|UNIMOD:519|UNIMOD:139|UNIMOD:735|UNIMOD:518|UNIMOD:453|UNIMOD:369|UNIMOD:271|UNIMOD:299|UNIMOD:936|UNIMOD:449|UNIMOD:528|UNIMOD:748|UNIMOD:472|UNIMOD:953|UNIMOD:530|UNIMOD:950|UNIMOD:378|UNIMOD:743|UNIMOD:363|UNIMOD:454|UNIMOD:447|UNIMOD:413|UNIMOD:34|UNIMOD:429|UNIMOD:773|UNIMOD:978|UNIMOD:278|UNIMOD:351|UNIMOD:30|UNIMOD:53|UNIMOD:998|UNIMOD:10|UNIMOD:977|UNIMOD:401|UNIMOD:931|UNIMOD:7|UNIMOD:43|UNIMOD:747|UNIMOD:421|UNIMOD:129|UNIMOD:793|UNIMOD:289|UNIMOD:288|UNIMOD:531|UNIMOD:4|UNIMOD:396|UNIMOD:2|UNIMOD:24|UNIMOD:127|UNIMOD:362|UNIMOD:253|UNIMOD:337|UNIMOD:23|UNIMOD:830|UNIMOD:136|UNIMOD:254|UNIMOD:1014|UNIMOD:958|UNIMOD:991|UNIMOD:529|UNIMOD:354|UNIMOD:256|UNIMOD:1|UNIMOD:28|UNIMOD:971|UNIMOD:342|UNIMOD:946|UNIMOD:967|UNIMOD:425|UNIMOD:724|UNIMOD:89|UNIMOD:951|UNIMOD:264|UNIMOD:381|UNIMOD:910|UNIMOD:3|UNIMOD:352|UNIMOD:751|UNIMOD:726|UNIMOD:979|UNIMOD:898|UNIMOD:260|UNIMOD:42|UNIMOD:907|UNIMOD:452|UNIMOD:270|UNIMOD:720|UNIMOD:280|UNIMOD:302|UNIMOD:408|UNIMOD:11|UNIMOD:25|UNIMOD:41|UNIMOD:327|UNIMOD:419|UNIMOD:6|UNIMOD:21|UNIMOD:526|UNIMOD:126|UNIMOD:36|UNIMOD:27|UNIMOD:295|UNIMOD:158|UNIMOD:727|UNIMOD:178|UNIMOD:451|UNIMOD:729|UNIMOD:122|UNIMOD:937|UNIMOD:457|UNIMOD:35
PXD007709,MS:1001910,,,PRIDE:0000398
PXD007575,MS:1001911,,,UNIMOD:730|UNIMOD:4|UNIMOD:35
PXD007601,MS:1000449,,,UNIMOD:4|UNIMOD:35
PXD007590,MS:1001742|MS:1001911,,,MOD:00425|MOD:00394|MOD:00397
PXD007115,MS:1001911,PRIDE:0000315,,MOD:00425|MOD:00394|MOD:00397
PXD007628,MS:1001911,,,MOD:00425|MOD:00397|MOD:00400
PXD007632,MS:1001742,,,UNIMOD:39|MOD:00306|UNIMOD:121|UNIMOD:21|UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD007574,MS:1000932,,,MOD:00417
PXD007577,MS:1002416,PRIDE:0000274|PRIDE:0000312,,PRIDE:0000398
PXD007584,MS:1002417,PRIDE:0000315,,MOD:00544
PXD007750,MS:1001911,,,MOD:00696|MOD:00397
PXD007815,MS:1001742,,,MOD:00425|MOD:00394
PXD007817,MS:1001742,,,MOD:00425|MOD:00397
PXD007836,MS:1002416,PRIDE:0000312,,UNIMOD:4|UNIMOD:35
PXD007863,MS:1001910,,,MOD:00425|MOD:00419|MOD:00394|MOD:00417|MOD:00397
PXD007821,MS:1001910,,,MOD:00425|MOD:00397
PXD007789,MS:1001911,,,PRIDE:0000398
PXD007564,MS:1001910,,,MOD:00425
PXD007860,MS:1002732|MS:1001910,,,MOD:00425|MOD:00696|MOD:00400
PXD007752,MS:1001911,PRIDE:0000314,,MOD:00425|MOD:00394|MOD:00397
PXD007897,MS:1001911,,,MOD:00425|MOD:00394|MOD:00397
PXD007933,MS:1001911,,,MOD:00425
PXD007859,MS:1001910,PRIDE:0000314,,MOD:00397
PXD007858,MS:1001911,,,MOD:00425|MOD:00696|MOD:00394|MOD:00397
PXD007867,MS:1001742,,,MOD:00425|MOD:00394|MOD:00397|MOD:00400
PXD007613,MS:1002732|MS:1001742,PRIDE:0000315,,MOD:00425|MOD:00696|MOD:00544|MOD:00397
PXD007755,MS:1001742,PRIDE:0000436,,MOD:00425|MOD:00397
PXD007809,MS:1000449,PRIDE:0000315,,PRIDE:0000398
PXD007779,MS:1001911,PRIDE:0000312,,MOD:00425|MOD:00417|MOD:00397
PXD007780,MS:1000447|MS:1000449|MS:1001911,,,MOD:00425|MOD:00397
PXD013058,MS:1001911,PRIDE:0000425,,MOD:00425|MOD:00397
PXD007753,MS:1001910,,,MOD:00398
PXD007794,MS:1001911,PRIDE:0000312,,MOD:00425|MOD:00394
PXD007819,MS:1001911,,,MOD:00425|MOD:00397
PXD005946,MS:1000449,,,MOD:00397
PXD009668,MS:1002732|MS:1001911,PRIDE:0000315|PRIDE:0000314,,MOD:00425|MOD:01160|MOD:00397
PXD007796,MS:1000556,,,PRIDE:0000398
PXD007756,MS:1001911,PRIDE:0000312,,MOD:00425|MOD:00394|MOD:00397
PXD007790,MS:1002416,PRIDE:0000314,,UNIMOD:737|UNIMOD:4|UNIMOD:35
PXD007771,MS:1000932,,,MOD:00425|MOD:00397|MOD:00400
PXD007751,MS:1001911,PRIDE:0000323,,MOD:00394|MOD:00397
PXD007620,MS:1002416,PRIDE:0000315,,MOD:00425|MOD:00696|MOD:00394|MOD:00397
PXD007827,MS:1002523,PRIDE:0000314,,MOD:01720|MOD:00425|MOD:00394|MOD:00397
PXD007813,MS:1000932,PRIDE:0000313,,MOD:00425|MOD:01549|MOD:01153
PXD007820,MS:1001782,,,MOD:00425|MOD:00397
PXD007795,MS:1000932,PRIDE:0000313,,MOD:00425|MOD:01549|MOD:01153
PXD007896,MS:1001911,PRIDE:0000316,,MOD:00425|MOD:00394|MOD:00397
PXD007759,MS:1001911,PRIDE:0000312,,PRIDE:0000398
PXD007837,MS:1000447,PRIDE:0000436,,MOD:00425|MOD:00397
PXD009532,MS:1001911,,,PRIDE:0000398
PXD009530,MS:1001911,,,PRIDE:0000398
PXD009531,MS:1002732,,,PRIDE:0000398
PXD008898,MS:1000932,,,MOD:00397
PXD007828,MS:1001910,PRIDE:0000314,,MOD:01720
PXD007902,MS:1001547,PRIDE:0000312,,MOD:00425|MOD:00397
PXD007843,MS:1001555,,,MOD:00397
PXD007856,MS:1000449,,,PRIDE:0000398
PXD007841,MS:1000932,PRIDE:0000312,,PRIDE:0000398
PXD007842,MS:1001911,PRIDE:0000323,,MOD:00425|MOD:00397
PXD007866,MS:1001911,PRIDE:0000436|PRIDE:0000435,,UNIMOD:385|UNIMOD:23|UNIMOD:35|UNIMOD:1
PXD007905,MS:1001911,,,PRIDE:0000398
PXD007906,MS:1001911,,,UNIMOD:4|UNIMOD:35
PXD006920,MS:1001742,,,UNIMOD:4|UNIMOD:35
PXD007915,MS:1002732,PRIDE:0000314,,PRIDE:0000398
PXD007758,MS:1002417,PRIDE:0000425,,MOD:00397
PXD007862,MS:1002417|MS:1002732,,,MOD:01885
PXD007846,MS:1002732,PRIDE:0000314,,UNIMOD:385|UNIMOD:737|UNIMOD:23|UNIMOD:7|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD004736,MS:1002732|MS:1001910|MS:1002416,,,PRIDE:0000398
PXD007875,MS:1001910,,,MOD:00425|MOD:00397
PXD008456,MS:1001911,,,PRIDE:0000398
PXD007934,MS:1002835,,,MOD:00425
PXD007969,MS:1000449,PRIDE:0000436,,MOD:00397
PXD007904,MS:1001742,,,MOD:00425|MOD:00397|MOD:00400
PXD007920,MS:1002732|MS:1001911,PRIDE:0000314,,MOD:01720|MOD:00425|MOD:00394|MOD:00397
PXD007864,MS:1001911,PRIDE:0000436,,UNIMOD:28|UNIMOD:766|UNIMOD:385|UNIMOD:23|UNIMOD:7|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD000476,,,,MOD:00425|MOD:00397
PXD007910,MS:1001910,PRIDE:0000315,,MOD:00696
PXD008622,MS:1001911,PRIDE:0000436,,UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD007918,MS:1001742,PRIDE:0000436,,UNIMOD:39|UNIMOD:
PXD007922,MS:1001911,,,PRIDE:0000398
PXD007923,MS:1000932,,,PRIDE:0000398
PXD007914,MS:1001742,PRIDE:0000425,,PRIDE:0000398
PXD007893,MS:1001782,PRIDE:0000452,,MOD:00425|MOD:00397
PXD007935,MS:1001911,PRIDE:0000323,,UNIMOD:7|UNIMOD:35
PXD007943,MS:1001910,PRIDE:0000425,,MOD:00425|MOD:00397
PXD007944,MS:1000932,,,MOD:00425|MOD:00397
PXD007783,MS:1000201,,,MOD:00397
PXD007791,MS:1001742,PRIDE:0000314,,UNIMOD:737|UNIMOD:4|UNIMOD:35
PXD008067,MS:1002416,PRIDE:0000312,,MOD:00397
PXD009183,MS:1001742,,,MOD:00425|MOD:01160|MOD:00397|MOD:00400
PXD007891,MS:1000932,PRIDE:0000313,,MOD:00425|MOD:00397|MOD:01499
PXD007874,MS:1001742,PRIDE:0000315,,MOD:00425|MOD:00394|MOD:00397
PXD007873,MS:1000932|MS:1001911,PRIDE:0000436,,MOD:00425|MOD:00397
PXD007582,MS:1001911,,,MOD:00429|MOD:00394|MOD:00083|MOD:00599
PXD007614,MS:1001911,,,MOD:00425|MOD:00695
PXD005425,MS:1001911,,,PRIDE:0000398
PXD005254,MS:1001911,,,MOD:00397
PXD007881,MS:1001742,PRIDE:0000425,,PRIDE:0000398
PXD007711,MS:1002416,,,MOD:01549|MOD:00397
PXD007926,MS:1001910,,,MOD:00425
PXD008606,MS:1001510|MS:1001911,PRIDE:0000440,,MOD:00425|MOD:00397
PXD008217,MS:1001911,,,UNIMOD:28|UNIMOD:|UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD007787,MS:1002634|MS:1002416,PRIDE:0000315|PRIDE:0000314,,MOD:00425|MOD:00696|MOD:00397
PXD006145,MS:1001742,PRIDE:0000440,,MOD:00397
PXD008010,MS:1001911,PRIDE:0000315,,MOD:00544
PXD007788,MS:1001911,,,UNIMOD:4|UNIMOD:35
PXD008714,MS:1000447,PRIDE:0000425,,PRIDE:0000398
PXD008715,MS:1001911,,,MOD:00425|MOD:00394|MOD:00397|MOD:00400
PXD007765,MS:1001742,PRIDE:0000323,,MOD:00425|MOD:00397
PXD007801,MS:1000932,,,MOD:00425|MOD:00397
PXD007942,MS:1000449,PRIDE:0000315,,MOD:00544|MOD:00398
PXD007885,MS:1001742,,,MOD:00425|MOD:00399
PXD008146,MS:1001742,,,PRIDE:0000398
PXD007931,MS:1000449,PRIDE:0000315,,MOD:00425|MOD:00394|MOD:00397
PXD007986,MS:1001910,,,MOD:00394
PXD007989,MS:1000932,PRIDE:0000323,,UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD007761,MS:1001911,PRIDE:0000315,,MOD:00397
PXD007829,MS:1001910,PRIDE:0000314,,MOD:01720
PXD007824,MS:1001911,,,MOD:00425|MOD:00397
PXD008844,MS:1002732,,,UNIMOD:4|UNIMOD:35
PXD006863,MS:1001742,PRIDE:0000314,,UNIMOD:737|UNIMOD:4|UNIMOD:35
PXD008842,MS:1000477,PRIDE:0000315,,MOD:00492
PXD007748,MS:1001742,PRIDE:0000323,,UNIMOD:5|UNIMOD:4|UNIMOD:35
PXD007766,MS:1000932,PRIDE:0000322|PRIDE:0000436,,UNIMOD:39|UNIMOD:28|UNIMOD:27|UNIMOD:35|UNIMOD:1
PXD007884,MS:1001911,PRIDE:0000314,,MOD:01720|MOD:00397
PXD008047,MS:1001911,PRIDE:0000312,,MOD:00425|MOD:00394
PXD008071,MS:1001742|MS:1001911,PRIDE:0000314,,PRIDE:0000398
PXD008074,MS:1001911,,,MOD:00397
PXD008084,MS:1001910,PRIDE:0000440,,MOD:00399|MOD:00400
PXD008019,MS:1000932,,,PRIDE:0000398
PXD008001,MS:1002416,,,PRIDE:0000398
PXD008083,MS:1002416,,,UNIMOD:|UNIMOD:4|UNIMOD:35
PXD008054,MS:1001911,PRIDE:0000314,,MOD:00394
PXD008075,MS:1001911,PRIDE:0000323,,MOD:00397
PXD008025,MS:1000449|MS:1001911,,,UNIMOD:7|UNIMOD:43|UNIMOD:4|UNIMOD:35
PXD008029,MS:1001910,,,UNIMOD:385|UNIMOD:737|UNIMOD:23|UNIMOD:7|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD008417,MS:1001911,PRIDE:0000312,,MOD:00425|MOD:00394|MOD:00397
PXD007919,MS:1001742,PRIDE:0000313,,MOD:01549
PXD008380,MS:1002416,PRIDE:0000425,,PRIDE:0000398
PXD005573,MS:1002523,PRIDE:0000312,,MOD:00425|MOD:00696|MOD:00394|MOD:00400
PXD008078,MS:1002416,PRIDE:0000314,,MOD:00425|MOD:00397
PXD008011,MS:1001910,PRIDE:0000436,,MOD:00425|MOD:00397
PXD008023,MS:1000932,PRIDE:0000323,,MOD:00425|MOD:00397
PXD013232,MS:1002732|MS:1002523,PRIDE:0000463,,PRIDE:0000398
PXD013057,MS:1002732|MS:1001910|MS:1000556,PRIDE:0000425,,MOD:00425|MOD:00397
PXD008079,MS:1001911,PRIDE:0000314,,MOD:00425|MOD:00696|MOD:00397|MOD:00400
PXD008092,MS:1001782,,,PRIDE:0000398
PXD008002,MS:1001911,PRIDE:0000315,,MOD:00696
PXD003616,MS:1001742,PRIDE:0000436,,MOD:00397
PXD008093,MS:1001910,,,PRIDE:0000398
PXD007928,MS:1001911,,,MOD:00935|MOD:00397
PXD012141,MS:1001911,PRIDE:0000314,,MOD:00425|MOD:00696|MOD:00397
PXD008017,MS:1001911,PRIDE:0000440,,MOD:00425|MOD:00394|MOD:00397
PXD008027,MS:1001910|MS:1001911,PRIDE:0000310,,MOD:00696
PXD008039,MS:1000449,PRIDE:0000315,,MOD:00425|MOD:00394|MOD:00398
PXD008103,MS:1002417,,,UNIMOD:4|UNIMOD:35
PXD008105,MS:1001911,PRIDE:0000314,,MOD:01720|MOD:00425|MOD:00394|MOD:00397
PXD008111,MS:1002634|MS:1002416,PRIDE:0000425|PRIDE:0000315,,MOD:00425|MOD:00394
PXD007949,MS:1001911,,,UNIMOD:259|UNIMOD:267|UNIMOD:4
PXD008068,MS:1001742|MS:1001911,PRIDE:0000313,,MOD:00425|MOD:01549|MOD:00696|MOD:00397
PXD008051,MS:1002417,PRIDE:0000425,,MOD:00394|MOD:00397
PXD006139,MS:1002732|MS:1001910,PRIDE:0000425|PRIDE:0000314,,MOD:00425|MOD:00696|MOD:00394|MOD:00397
PXD007963,MS:1001911,PRIDE:0000440,,UNIMOD:7|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD008090,MS:1001910,,,UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD008094,MS:1001742,PRIDE:0000313,,MOD:01499
PXD008088,MS:1000449,PRIDE:0000425,,PRIDE:0000398
PXD007955,MS:1002634,,,MOD:00425|MOD:00696|MOD:00725|MOD:00397|MOD:00400
PXD007965,MS:1001782,PRIDE:0000425,,MOD:00425|MOD:00397
PXD007973,MS:1001911,,,PRIDE:0000398
PXD009260,MS:1002732,,,PRIDE:0000398
PXD007976,MS:1001742,,,MOD:01885
PXD007980,MS:1001910,PRIDE:0000436,,MOD:00425|MOD:00397|MOD:00400
PXD009664,MS:1001910,,,UNIMOD:4|UNIMOD:35
PXD009665,MS:1001911,PRIDE:0000436,,UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD008212,MS:1001911,,,MOD:00425|MOD:00394|MOD:00397
PXD008211,MS:1002523,,,MOD:00696
PXD008057,MS:1001911,,,MOD:00394
PXD008112,MS:1001742,PRIDE:0000312,,MOD:00425|MOD:00394|MOD:00397|MOD:00400|MOD:00408
PXD007977,MS:1000704,,,MOD:00425|MOD:00696|MOD:01160|MOD:00397|MOD:00400
PXD008055,MS:1001910|MS:1001911,,,MOD:00394
PXD008048,MS:1000449|MS:1001911,PRIDE:0000315,,MOD:00425|MOD:00696|MOD:00394|MOD:00397
PXD008056,MS:1000449,,,MOD:00425|MOD:00397|MOD:00400
PXD008032,MS:1001911,PRIDE:0000425|PRIDE:0000436,,MOD:00425|MOD:00696|MOD:00394|MOD:00397
PXD008036,MS:1000932,PRIDE:0000323,,MOD:00425|MOD:00394|MOD:00397
PXD007598,MS:1001911,PRIDE:0000315,,MOD:00394|MOD:00544
PXD008033,MS:1002416,PRIDE:0000314,,MOD:01720|MOD:00696|MOD:00394|MOD:00083
PXD008034,MS:1001911,,,MOD:00425|MOD:00397
PXD008098,MS:1002732|MS:1002523|MS:1001911,PRIDE:0000314,,MOD:01720|MOD:00425|MOD:00397
PXD008099,MS:1001911,,,PRIDE:0000398
PXD008016,MS:1002416,,,MOD:01720|MOD:00425|MOD:00696|MOD:00400
PXD008035,MS:1001911,PRIDE:0000312,,MOD:00397
PXD008014,MS:1001910,,,MOD:00425|MOD:00397
PXD008115,MS:1002523,,,MOD:00427
PXD007995,MS:1001911,,,MOD:00425|MOD:00397
PXD008050,MS:1002634|MS:1001911,PRIDE:0000425,,MOD:00425|MOD:00397
PXD008104,MS:1001911,PRIDE:0000425,,MOD:00425|MOD:00394|MOD:00397
PXD006138,MS:1001911,PRIDE:0000312,,MOD:00425|MOD:00394
PXD007972,MS:1001782,PRIDE:0000425,,MOD:00425|MOD:00397
PXD008119,MS:1002416,,,MOD:00425|MOD:00394|MOD:00397
PXD008120,MS:1001742,PRIDE:0000435,,PRIDE:0000398
PXD008122,MS:1001910,,,MOD:00425|MOD:00397
PXD008107,MS:1000449,PRIDE:0000314,,MOD:00425|MOD:00397
PXD008110,MS:1001911,PRIDE:0000323|PRIDE:0000435,,UNIMOD:4
PXD008015,MS:1001911,PRIDE:0000425,,MOD:00425|MOD:00397
PXD008123,MS:1002634,PRIDE:0000314,,MOD:01720|MOD:00425|MOD:00397
PXD007948,MS:1002416,PRIDE:0000425,,MOD:00425|MOD:00397|MOD:00400
PXD007959,MS:1001911,,,MOD:00425|MOD:00397
PXD007946,MS:1002416,PRIDE:0000314,,MOD:01720|MOD:00425|MOD:00696|MOD:00397
PXD007975,MS:1001910,PRIDE:0000313,,PRIDE:0000398
PXD007994,MS:1001910,,,MOD:00425|MOD:00417
PXD006086,MS:1001911,,,MOD:00425|MOD:00397
PXD008125,MS:1001911,,,MOD:00696
PXD007947,MS:1001742,,,PRIDE:0000398
PXD007960,MS:1001911,PRIDE:0000315,,MOD:00492
PXD007999,MS:1001911,PRIDE:0000323,,PRIDE:0000398
PXD008005,MS:1001742,PRIDE:0000436|PRIDE:0000435,,MOD:00425|MOD:00696|MOD:00394
PXD007958,MS:1001777,PRIDE:0000425,,MOD:00425|MOD:00394|MOD:00397|MOD:00400
PXD007982,MS:1001911,PRIDE:0000314,,MOD:01720|MOD:00397
PXD007962,MS:1001911,PRIDE:0000425,,MOD:00425|MOD:00394|MOD:00397
PXD007979,MS:1000932|MS:1001742|MS:1001911,,,UNIMOD:39|UNIMOD:21|UNIMOD:7|UNIMOD:214|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD008046,MS:1001742,PRIDE:0000440|PRIDE:0000322,,UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD008076,MS:1000448,,,UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD007996,MS:1000190,PRIDE:0000313,,MOD:00696|MOD:01499
PXD008073,MS:1000932,PRIDE:0000447,,PRIDE:0000398
PXD008081,MS:1001911,PRIDE:0000313,,MOD:01549|MOD:00397
PXD008082,MS:1000449|MS:1001911,PRIDE:0000314,,MOD:00696
PXD008003,MS:1002523,PRIDE:0000312,,MOD:01149
PXD007927,MS:1001911,,,MOD:00425|MOD:00397
PXD008089,MS:1001911,PRIDE:0000440,,MOD:00425|MOD:00394|MOD:00397
PXD008207,MS:1002732,PRIDE:0000312,,MOD:00425|MOD:00394|MOD:00397
PXD008238,MS:1001742,PRIDE:0000438,,UNIMOD:35
PXD008247,MS:1002666,,,MOD:00425|MOD:00394|MOD:00397
PXD008222,MS:1001911,,,MOD:00397
PXD008196,MS:1000449,PRIDE:0000312,,MOD:00399
PXD008198,MS:1000932,PRIDE:0000447,,PRIDE:0000398
PXD008199,MS:1001911,,,UNIMOD:737|UNIMOD:7|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD008203,MS:1000449,PRIDE:0000315,,PRIDE:0000398
PXD008147,MS:1001911,PRIDE:0000320,,MOD:00397
PXD008215,MS:1001742,,,MOD:00696
PXD008197,MS:1000854,PRIDE:0000027,,PRIDE:0000398
PXD007850,MS:1002634,PRIDE:0000425,,MOD:00425|MOD:00397
PXD008204,MS:1001911,,,MOD:00425|MOD:00394|MOD:00397
PXD006542,MS:1000932,PRIDE:0000313,,MOD:00425|MOD:01549|MOD:00394|MOD:01153
PXD008620,MS:1000932|MS:1001742,,,MOD:01060
PXD008230,MS:1001742,,,UNIMOD:28|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD008213,MS:1002416,PRIDE:0000314,,MOD:00397
PXD007907,MS:1000677,,,MOD:01549
PXD008228,MS:1000449,PRIDE:0000309,,PRIDE:0000398
PXD008243,MS:1001742,,,PRIDE:0000398
PXD008223,MS:1001911,PRIDE:0000438,,MOD:00397
PXD008226,MS:1001910,,,PRIDE:0000398
PXD008164,MS:1001911,,,MOD:00397
PXD008232,MS:1001911,PRIDE:0000440,,MOD:00425|MOD:00397
PXD008218,MS:1001911,,,MOD:00397
PXD008220,MS:1001742,PRIDE:0000323,,UNIMOD:21|UNIMOD:4|UNIMOD:35
PXD008166,MS:1001911,,,MOD:01892
PXD010548,MS:1001911,,,UNIMOD:7|UNIMOD:43|UNIMOD:4|UNIMOD:35
PXD008145,MS:1001911,PRIDE:0000312|PRIDE:0000315,,MOD:00083|MOD:00783|MOD:00084|MOD:00599
PXD008151,MS:1002523,,,PRIDE:0000398
PXD010550,MS:1001910,PRIDE:0000436,,MOD:00425|MOD:00399
PXD008134,MS:1001911,,,MOD:00394
PXD008135,MS:1001910,PRIDE:0000436,,MOD:00425|MOD:00397
PXD008148,MS:1002732,PRIDE:0000425,,MOD:00696
